aX	 aY 	 aZ	 gX	 gY	 gZ	
-1.0399	-0.4519	-0.2826	158.4473	-6.7749	62.7441
-0.9935	-0.4559	-0.2681	161.7432	5.7373	58.5327
-0.9261	-0.4679	-0.2848	160.5835	12.4512	53.0396
-0.8411	-0.5056	-0.3185	154.7241	13.9771	48.5229
-0.7916	-0.5474	-0.3262	142.5171	11.1694	43.2129
-0.7997	-0.5466	-0.3081	127.0752	4.5776	39.3677
-0.8391	-0.5283	-0.2894	112.3657	-0.6104	39.1846
-0.8693	-0.5026	-0.2850	99.7925	-4.3945	40.3442
-0.8761	-0.5264	-0.3243	90.0879	-7.3242	42.6636
-0.8704	-0.5394	-0.2991	80.7495	-7.3242	45.2881
-0.8705	-0.5044	-0.2535	73.6084	-5.5542	47.4243
-0.8864	-0.4755	-0.2423	71.7773	-2.9297	48.7671
-0.9077	-0.5015	-0.2865	73.8525	2.0752	47.4854
-0.9069	-0.5020	-0.2604	75.7446	12.0239	43.6401
-0.8756	-0.4745	-0.2185	80.1392	25.0244	39.3677
-0.8486	-0.4547	-0.1797	87.4023	36.3770	35.3394
-0.8140	-0.4866	-0.2100	95.4590	43.3350	30.9448
-0.7599	-0.5582	-0.2349	97.9614	43.8843	26.9165
-0.7533	-0.5710	-0.2194	92.4072	41.5649	24.1699
-0.7864	-0.5320	-0.2119	85.6323	36.6821	22.3389
-0.7961	-0.5137	-0.2107	79.6509	30.2124	22.9492
-0.7904	-0.5236	-0.2280	75.0122	24.1699	24.4751
-0.7740	-0.5350	-0.2615	70.9229	17.4561	24.7803
-0.7537	-0.5310	-0.2466	65.8569	9.6436	25.2075
-0.7625	-0.5012	-0.2334	62.3169	0.5493	26.3672
-0.7864	-0.4906	-0.2407	62.3169	-7.8125	26.5503
-0.8108	-0.4891	-0.2423	65.6128	-12.3291	25.4517
-0.8229	-0.4755	-0.2327	70.1294	-12.7563	22.6440
-0.8339	-0.4694	-0.2286	76.8433	-9.8267	19.7754
-0.8523	-0.4733	-0.2385	83.9233	-2.8687	17.0288
-0.8777	-0.4753	-0.2584	90.5151	8.1177	14.0381
-0.8811	-0.4736	-0.2809	96.1914	23.7427	10.9253
-0.8444	-0.4829	-0.2913	100.6470	41.4429	8.4229
-0.7968	-0.5051	-0.3119	102.7832	57.8003	6.7139
-0.7618	-0.5323	-0.3246	100.2197	68.4204	4.9438
-0.7456	-0.5624	-0.3447	93.9331	72.3267	2.5635
-0.7448	-0.6118	-0.3910	82.8247	72.5708	0.4272
-0.7704	-0.7577	-0.4863	63.4766	73.4863	-2.1362
-0.8025	-0.9385	-0.5881	24.8413	83.1299	-8.3008
-0.8601	-0.9883	-0.5731	-40.1611	103.6987	-18.4937
-0.8929	-0.9010	-0.5233	-122.9858	123.2910	-29.2358
-0.8608	-0.7830	-0.5778	-206.6650	127.1973	-42.2363
-0.7574	-0.6769	-0.7142	-291.5649	110.5347	-64.2700
-0.5493	-0.5541	-0.9346	-377.5024	71.5332	-94.7876
-0.3364	-0.4659	-1.1182	-460.3882	18.3105	-131.7139
-0.2572	-0.3719	-1.1964	-532.4707	-35.1563	-168.9453
-0.2859	-0.2578	-1.1989	-585.2661	-80.9326	-197.9980
-0.4310	-0.1328	-1.1511	-620.7886	-110.0464	-218.2617
-0.8041	-0.0726	-0.9734	-640.2588	-114.9902	-228.6987
