aX	 aY 	 aZ	 gX	 gY	 gZ	
-0.2368	-0.0521	0.4094	22.8271	-8.3618	-1.3428
-0.2220	-0.0487	0.3724	27.7710	-2.9297	-2.0752
-0.1788	-0.0590	0.3271	31.4941	2.9907	-2.6855
-0.1135	-0.0724	0.2722	33.4473	5.2490	-4.2114
0.0068	-0.0706	0.1942	33.0200	0.3052	-6.7139
0.2032	-0.0396	0.0934	31.6162	-16.2964	-10.1318
0.4218	0.0215	-0.0563	32.4097	-47.6685	-13.9771
0.5570	0.1080	-0.3060	37.9639	-93.5059	-18.2495
0.6050	0.2037	-0.6552	51.6968	-145.4468	-24.2310
0.6466	0.2605	-1.1398	73.1201	-193.6035	-33.8135
0.7598	0.1381	-1.7531	97.4731	-225.8301	-47.0581
0.7648	-0.2665	-2.4497	101.5015	-236.7554	-60.7300
0.7675	-0.7030	-2.9579	53.2837	-222.1069	-74.9512
0.9125	-0.7253	-3.0593	-47.3633	-193.2983	-103.5767
1.0017	-0.2959	-2.6852	-162.5977	-166.3818	-157.8979
0.5070	0.1980	-1.8320	-260.8032	-139.3433	-225.1587
-0.2925	0.8693	-0.7572	-327.3926	-96.3135	-263.0615
-0.7991	1.4811	0.4487	-344.5435	-23.6206	-252.4414
-1.1522	1.5742	1.6915	-320.9229	44.4946	-196.7773
-1.4453	1.5500	2.8356	-286.1328	75.4395	-124.9390
-1.6942	1.5559	3.8108	-243.4082	67.0166	-83.0078
-2.1335	1.4519	3.9995	-200.8057	34.7290	-75.2563
-2.5392	1.3580	3.9995	-161.9263	1.4648	-69.8242
-2.6000	1.3317	3.9995	-116.8213	-16.5405	-63.5986
-1.6179	1.2310	3.9995	-37.2314	-36.3159	-53.4058
-2.2087	0.3713	3.7865	38.5132	-90.6372	-32.1655
-3.2767	0.7277	3.4778	47.8516	-138.7329	-23.3154
-2.6881	0.9396	2.9685	61.9507	-89.5386	-9.3994
-1.7291	0.5840	2.2961	95.0928	-26.5503	15.0757
-1.4050	0.3131	1.7556	119.3237	-23.3765	31.4331
-1.4260	0.2826	1.3978	108.2153	-50.2930	40.7104
-1.3630	0.2327	1.1201	89.4165	-56.2744	50.7202
-1.1335	0.1405	0.8973	73.8525	-32.3486	61.7065
-0.8772	0.0808	0.7698	57.8613	0.4883	68.5425
-0.7073	0.0714	0.7306	40.3442	28.6865	68.4204
-0.6088	0.1079	0.7472	24.0479	48.5840	63.4766
-0.5784	0.1428	0.7850	13.6719	63.1714	57.5562
-0.5497	0.1704	0.8014	11.0474	74.8291	50.4761
-0.5071	0.1710	0.8279	12.3901	83.6792	45.4102
-0.4635	0.1655	0.8623	15.3809	87.8296	44.2505
-0.4194	0.1537	0.8862	20.1416	87.0361	44.2505
-0.3571	0.1217	0.8857	26.3672	81.9092	44.7388
