aX	 aY 	 aZ	 gX	 gY	 gZ	
-0.5781	-0.0475	0.4852	-78.3081	237.3657	139.7705
-0.4207	-0.0653	0.5256	-75.3174	233.7036	140.9302
-0.2472	-0.0731	0.5814	-72.7539	219.2993	139.3433
-0.1508	-0.0712	0.6428	-72.6318	200.7446	134.6436
-0.1791	0.0016	0.6970	-67.2607	173.9502	128.7842
-0.1746	0.0100	0.7285	-59.1431	151.1841	126.4038
-0.1558	-0.0194	0.7185	-47.0581	135.4980	125.0000
-0.2063	-0.0309	0.7029	-36.9873	124.4507	121.3379
-0.2998	-0.0342	0.6770	-27.0996	116.8823	119.3848
-0.3221	-0.0698	0.6466	-20.5078	117.9199	117.1265
-0.2616	-0.1270	0.6315	-16.4185	124.6338	118.2251
-0.1802	-0.1575	0.6439	-16.7847	126.7700	117.2485
-0.0958	-0.1260	0.6738	-22.7661	123.9624	114.0747
-0.0298	-0.1180	0.7189	-28.3203	116.6382	112.9761
-0.0262	-0.1106	0.7700	-31.7993	108.5205	110.4126
-0.0388	-0.0941	0.7970	-30.3955	97.2290	106.2622
-0.0253	-0.0889	0.8101	-24.3530	83.6792	104.8584
0.0142	-0.1046	0.8145	-18.0054	69.3970	105.7739
0.0333	-0.1616	0.8093	-14.3433	55.1758	106.2622
0.0656	-0.1823	0.8015	-13.5498	43.1519	102.4780
0.0374	-0.2013	0.7853	-15.0757	34.2407	94.5435
0.0408	-0.2106	0.7742	-16.7847	28.9307	88.0737
0.0660	-0.2085	0.7732	-19.3481	27.4048	82.2754
0.0989	-0.2191	0.7836	-21.0571	25.6348	78.1860
0.1304	-0.2164	0.7976	-23.4985	26.1841	74.5850
0.1534	-0.2133	0.8197	-26.9775	28.1372	69.4580
0.1331	-0.1686	0.8545	-30.8228	32.1655	63.2324
0.1421	-0.1499	0.8938	-32.4097	38.0859	59.8755
0.1981	-0.1477	0.9198	-28.0762	40.4663	60.1196
0.2498	-0.1627	0.9358	-26.0620	43.2739	57.0068
0.2587	-0.1846	0.9489	-21.9116	38.1470	50.5371
0.2605	-0.2024	0.9590	-17.5781	30.3955	44.9219
0.2667	-0.2208	0.9657	-13.1226	19.0430	39.5508
0.2487	-0.2339	0.9733	-13.1226	9.3384	30.6396
0.2032	-0.2313	0.9663	-14.8926	3.1738	22.3389
0.0922	-0.1837	0.9691	-13.3667	-5.4932	16.9678
0.0211	-0.1815	0.9788	-13.0615	-6.3477	13.9160
-0.0148	-0.1852	0.9879	-11.8408	0.0000	15.8081
-0.0217	-0.1985	0.9927	-6.2256	3.7231	17.8223
-0.0187	-0.2079	0.9999	-2.9907	7.5073	16.7847
0.0159	-0.2363	0.9991	-0.9155	10.2539	15.8081
0.0520	-0.2582	0.9971	-0.1221	8.7280	14.2822
0.0491	-0.2710	0.9948	-1.6479	3.8452	10.1318
0.0330	-0.2737	0.9950	-4.6997	-0.3052	4.1504
0.0081	-0.2822	0.9880	-6.8970	-4.5776	-0.7324
-0.0398	-0.2657	0.9862	-7.5684	-8.7891	-4.5166
-0.1296	-0.2148	0.9922	-8.3618	-10.8032	-8.6060
-0.1698	-0.2025	1.0063	-7.2021	-7.2021	-6.7139
-0.1355	-0.2098	1.0159	-4.3335	0.0610	-2.4414
-0.0811	-0.2366	1.0133	-1.8311	8.4839	0.2441
-0.0352	-0.2612	1.0004	1.5259	10.9253	1.4648
-0.0253	-0.2744	0.9858	4.6997	6.4087	0.8545
-0.0305	-0.2838	0.9688	5.3101	-0.6714	-0.9155
-0.0760	-0.2815	0.9585	3.4790	-6.1646	-3.7231
-0.1316	-0.2820	0.9509	0.8545	-7.7515	-4.9438
-0.1688	-0.2803	0.9473	-0.3052	-7.6294	-6.0425
-0.1814	-0.2655	0.9467	-3.2349	0.0610	-7.2632
-0.1652	-0.2540	0.9551	-3.0518	5.9204	-3.8452
-0.1238	-0.2582	0.9569	-1.2817	10.2539	-0.7324
